SMILES,log2CL,log2CL_pred,Name,CAS #,human VDss (L/kg),human CL (mL/min/kg),"fraction unbound 
in plasma (fu)",MRT (h),terminal  t1/2 (h),Reference,Comments ,Notes,Year of first disclosure,MW,HBA,HBD,TPSA_NO,RotBondCount,moka_ionState7.4,MoKa.LogP,MoKa.LogD7.4
C[C@H](CCCC(C)C)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C/3\C[C@H](C[C@@H](C3=C)O)O)C,-0.2863041851566411,2.0698407,Alfacalcidol,41294-56-8,,0.82,,,48.6,"L. Brandi, M. Egfjord, K. Olgaard. Pharmacokinetics of 1,25(OH)2D3 and 1a(OH)D3 in normal and uraemic men. Nephrol. Dial. Transpl. 2002, 17, 829-842.","1alpha-Hydroxy-vitamin D3. 1-Hydroxycholecalciferol. No volume of distribution reported. Clearance calculated from AUC0-72 hrs, N=6, 59.2 kg average weight, 4 ug dose iv.",,1954,400.64,2,2,40.5,6,neutral,7.3,7.3
C[C@H](CCc1ccccc1)NC[C@H](O)c2ccc(O)c(c2)C(=O)N,4.857980995127572,3.2928104,Dilevalol,75659-07-3,4.8,29.0,,2.8,3.3,"Neubeck M, Becker C, Henke D, Roesch W, Spahn-Langguth H, and Mutschler E. (1993) Pharmacokinetics of dilevalol and its conjugates in man: assay method for plasma, blood, urine and bile samples and preliminary pharmacokinetic studies.  Arz. Forsch. 43: 953-957.",,,1980,328.41,5,4,95.6,8,cationic,1.8,0.97
C[C@H](CN1CCOCC1)C(C(=O)N2CCCC2)(c3ccccc3)c4ccccc4,1.1309308698264486,2.787886,Dextromoramide,357-56-2,0.47,2.19,,3.88,3.18,"Lancon J.P.; Pechinot A.; D'athis P.; Pechinot M.; Pointaire P.; Obadia J.F.; Caillard B. Dextromoramide pharmacokinetics in surgical patients. Ann. Fr. Anesth. Reanim. 1989, 8, 488-492.","N=9, and 5 mg iv dose. All data reported in table. 59 kg average weight",,1957,392.53,4,0,32.8,6,neutral,3.4,3.4
C[C@H](CS)C(=O)N1CCC[C@H]1C(=O)O,3.584962500721156,1.1655933,Captopril,62571-86-2,0.75,12.0,0.73,1.0,2.0,"Duchin KL, Singhvi SM, Willard DA, Migdalof BH, McKinstry DM (1982)  Captopril kinetics. Clin. Pharmacol. Ther. 31: 452-458.  Creasy WA, Morrison RA, Singhvi SM, and Willard DA (1988) Pharmacokinetics of intravenous captopril in healthy men.  Eur. J. Clin. Pharmacol. 35: 367-370.",Combined data from Creasy and Duchin papers.  Note that protein binding also has S-S bond component.,,1977,217.29,4,1,57.6,3,anionic,0.97,-2.2
C[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N2Cc3ccccc3C[C@H]2C(=O)O,-0.1046973786666932,1.5845073,Quinaprilat,82768-85-2,0.13,0.93,0.32,2.3,2.3,"Breslin E, Posvar E, Neub M, Trenk D, and Jahnchen E (1996) A pharmacodynamic and pharmacokinetic comparison of intravenous quinaprilat and oral quinapril.  J. Clin. Pharmacol. 36: 414-421.  Accuretic Product Label.",VDss calculated from C vs t data obtained by digitization of the plot provided in the reference.,,1982,410.46,7,3,106.9,8,anionic,1.8,-2.4
C[C@H]([C@@H](C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCC(=O)O)C(=O)NCC(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)N)C(=O)NCC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N)NC(=O)CNC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@H](Cc2cnc[nH]2)N)O,2.7506065048355923,1.3572462,Secretin (human),108153-74-8,0.16,6.73,,0.4,2.41,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2002/21-136_SecreFlo_BioPharmr.pdf. Accessed on May 17 2017,"Secretin human. Synthetic human peptide. MW= 3039.436. N=12, 0.4 ug/kg iv in human. 77.2 kg average weight. . Cross-over study with porcine peptide. Data digitized from plot reported in biopharmaceutics review. No AUC reported but clearance reported as 580.9 mL/min or 7.52 mL.min-1.kg-1 when normalized by body weight. 12% difference. t1/2 calculated by PK solver using only the last three points. May be overestimated.",,1986,3039.41,84,51,1401.2,109,cationic,-9.0,-9.0
C[C@H]([C@@H]1[C@@H]2N(C1=O)C(=C(S2)CN)C(=O)O)O,2.9392265777282085,1.8931084,CGP31608,107740-67-0,0.23,7.67,,0.5,0.5,"R. Wise, J. M. Webberky, J. M. Andrews and J. P. Asbby. The pharmacokinetics and tissue penetration of intravenously administered CGP 31608. Journal of Antimicrobial Chemotherapy (1988) 21, 85-91",Data digitzed from plot reported. 1 g administered to N=6 volunteers in 1 hr infusion. 82.2 kg average weight. Calculated AUCinf essentially identical to reported value.,,1985,244.27,6,3,103.9,3,zwitterionic,-2.4,-4.7
C[C@H](\C=C\[C@H](C)C(C)(C)O)[C@H]1CC[C@H]2\C(=C\C=C3C[C@@H](O)C[C@H](O)C3)\CCC[C@]12C,-0.1681227588083269,1.3811733,Paricalcitol,131918-61-1,0.41,0.89,0.0016,7.7,5.3,"Carr RA, Andre AK, Chen P, Grabowski BA, Chang MS, Locke CS, Williams LA, and Chojkier M (2006) The effect of hepatic insufficiency on the safety and pharmacokinetics of paricalcitol (ZemplarR).  Nephron  103: c100-c105.",Free fraction calculated by comparing free and total AUC values reported in the reference.,,1990,416.64,3,3,60.7,4,neutral,6.4,6.4
C[C@H](c1c[nH]cn1)c2cccc(C)c2C,3.4594316186372973,2.2803636,Dexmedetomidine,145108-58-3,1.6,11.0,0.06,2.5,2.2,"Anttila A, Penttila J, Helminen A, Vuorilehto L, and  Scheinin H (2003)  Bioavailability of dexmedetomidine after extravascular doses in healthy subjects. Br. J. Clin. Pharmacol. 56: 691-693.  Precedex Product Label.",,,1994,200.28,2,1,28.7,2,neutral,2.8,2.7
C[C@H]1CCC[C@@]2(C)O[C@H]2C[C@H](NC(=O)C[C@H](O)C(C)(C)C(=O)[C@H](C)[C@H]1O)\C(=C\c3csc(C)n3)\C,3.321928094887362,0.72138596,Ixabepilone,219989-84-1,11.0,10.0,0.2,18.0,17.0,"Abraham J, Agrawal M, Bakke S, Rutt A, Edgerly M, Balis FM, Widemann B, Davis L, Damle B, Sonnichsen D, Lebwohl D, Bates S, Kotz H, and Fojo T (2003)  Phase I trial and pharmacokinetic study of BMS-247550, an epothilone B analog, administered intravenously on daily schedule for five days.  J. Clin. Oncol. 21: 1866-1873.//ppb: Francis Y. F. Lee , Robert Borzilleri, 
Craig R. Fairchild, Amrita Kamath, Richard Smykla, Robert Kramer, Gregory Vite. Preclinical discovery of ixabepilone, a highly active antineoplastic agent. Cancer Chemother Pharmacol 2008,  63, 157–166.",,,1999,506.7,7,3,112.0,2,neutral,3.9,3.9
C[C@H]1CCc2c3n1cc(c(=O)c3cc(c2N4CCC(CC4)O)F)C(=O)O,-0.888968687611256,0.30347136,WCK771,154357-42-3,0.25,0.54,,7.87,6.04,"R.D. Yeole , V.L. Kulkarni, S.B. Latad, R.P. Chavan, Y. Chugh, M.V. Patel, H.F. Khorakiwala. Simple liquid chromatography–tandem mass spectrometry method for determination of novel anti-methicillin-resistant Staphylococcus aureus fluoroquinolone WCK 771 in human serum. J Chromatog. B, 2007, 846 , 306–312.","Levonadifloxacin. S-(-)-nadifloxacin. Data digitized from plot reported. N=6, 600 mg iv infusion. 70 kg average weight assumed. Dosed as arginine salt tetrahydrate. CAS # 306748-89-0. Assumed the dose of parent was NOT corrected for equivalence to 600 mg of salt. No mention of the correction was made and the drug was described as the tetrahydrate salt. (MW tetrahydrate salt = 606.64; free base = 360.38. A dose of 356.43 mg was then used.",,1993,360.38,6,2,82.8,2,anionic,3.0,1.6
C[C@H]1O[C@H](C[C@H](O)[C@@H]1O)O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5CC[C@]7(C)[C@H](CC[C@]67O)C8=CC(=O)OC8)C4)O[C@@H]3C)O[C@@H]2C,-4.539519529959989,0.7318849,Digitoxin,71-63-6,0.44,0.043,0.066,170.0,180.0,"Ochs HR, Grube E, Greenblatt DJ, Arendt R, and Bodem G (1981) Pharmacokinetics and pharmacodynamics of intravenous digoxin and digitoxin.  Klin. Wochenschr. 59: 889-897.  Kurz H, Mauser-Ganshorn A, and Stickel HH (1977) Differences in the binding of drugs to plasma proteins from newborn and adult man. I. Eur. J. Clin. Pharmacol. 11: 463-467.",VDss calculated using C vs t data obtained from digitization of a plot reported in the reference.,,1907,764.94,13,5,182.8,7,neutral,1.2,1.2
C[C@H]1O[C@H]([C@H](O)[C@@H]1O)N2C=C(F)C(=O)NC2=O,3.4594316186372973,1.513559,Doxifluridine,3094-09-5,0.28,11.0,0.61,0.46,0.35,"Schaaf LJ, Dobbs BR, Edwards IR, and Perrier DG (1988) The pharmacokinetics of doxifluridine and 5-fluorouracil after single intravenous infusions of doxifluridine to patients with colorectal cancer.  Eur. J. Clin. Pharmacol. 34: 439-443.  Meynial D, Lopez A, Malet-Martino MC, Hoffmann JS, and Martino R (1988) Application of fluorine-19 nuclear magnetic resonance to the determination of plasma-protien binding of 5'-deoxy-5-fluorouridine, a new antineoplastic fluoropyrimidine.  J. Pharm. Biomed. Anal. 6: 47-59.",Concentration dependent; fu data cited is for the lowest concentration.,,1958,246.19,7,3,99.1,1,neutral,-1.3,-1.5
C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](Cc3c2c(c4c(c3O)C(=O)c5cccc(c5C4=O)OC)O)(C(=O)C)O)N)O,5.57198012018773,2.8613377,Daunorubicin,20830-81-3,32.05,47.57,0.06,11.23,14.24,"Aquilur Rahman, Anita Goodman, Wayne Foo, Jimmie Harvey, Frederick P. Smith, and Philip S. Schein.  Clinical Pharmacology of Daunorubidn in Phase I Patients With Solid Tumors: Development of an Analytical Methodology for Daunorubicin and Its Metabolites. Sem. Oncol.,  1984, 11, 36-44.//ppb: Gillian Whitaker, Amy Lillquist, Stephanie A. Pasas, Robert O'Connor, Fiona Regan,Craig E. Lunte, Malcolm R. Smyth. CE-LIF method for the separation of anthracyclines: Application to protein binding analysis in plasma using ultrafiltration. J. Sep. Sci. 2008, 31, 1828 – 1833.",30 to 60 mg/m2 to patients with with normal hepatic and renal function. 1.73 m2/70kg conversion factor used. N not reported. MRT from clearance and VDss.,,1953,527.52,11,5,185.8,4,cationic,1.0,-1.6
C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](Cc3c2c(c4c(c3O)C(=O)c5ccccc5C4=O)O)(C(=O)C)O)N6CC6)OS(=O)(=O)C,4.55704241526372,2.425682,Ladirubicin,171047-47-5,2.95,23.54,0.006,2.09,7.33," de Jonge, M. J. A.; Verweij, J.; van der Gaast, A.; Valota, O.; Mora, O.; Planting, A. S. Th.; Mantel, M. A.; Van Den Bosch, S.; Lechuga, M. J.; Fiorentini, F.; Hess, D; Sessa, C. Phase I and pharmacokinetic studies of PNU-159548, a novel alkycycline, administered intravenously to patients with advanced solid tumours. Eur. J. Cancer 2002, 38, 2407-2415.",PNU 159548. FCE28729. Weighted average of doses between 1 and 16 mg.m-2 with data only from 10' infusion. Data from 1 hr infusion not reported for VDss (only clearance) and not used. Total N=49 across dose. MRT from VDss and clearance.,,1995,601.62,12,3,176.7,6,neutral,1.5,1.4
C[C@]12CCC3=C4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@@]2(O)CC#N,0.3673710656485294,2.689572,Dienogest,65928-58-7,0.6,1.29,0.1,8.52,11.0,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2010/022252_Orig-1_ClinPharmR.pdf Accessed May 19 2017,Dinagest. Visanne. ZK 37659. Average weight assumed to be 70 kg. 85 mcg 3H-dienogest. MRT from VDss and clearance.,,1977,311.42,3,1,61.1,2,neutral,2.1,2.1
C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@H]2O,4.906890595608519,2.4890277,Estradiol,50-28-2,1.2,30.0,0.016,0.7,1.7,"Kuhnz W, Gansau C, and Mahler M (1993) Pharmacokinetics of estradiol, free and total estrone, in young women following single intravenous and oral administration of 17beta estradiol.  Arz. Forsch. 43: 966-973.  Bruning PF and Bonfrer JMG (1986) Free fatty acid concentrations correlated with the available fraction of estradiol in human plasma.  Cancer Res. 46: 2606-2609.",,,1946,272.38,2,2,40.5,0,neutral,3.7,3.7
C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@]2(OS(=O)(=O)O)C#C,0.3785116232537298,1.6641937,Ethinylestradiol-17-Sulfate,75803-36-0,0.61,1.3,,7.8,9.3,"Goldzieber JW, Mileikowsky G, Newburger J, Dorantes A, and Stavchansky SA (1988) Human pharmacokinetics of ethinyl estradiol 3-sulfate and 17-sulfate.  Steroids 51: 63-79.",VDss calculated from reported micro-constants.,,1980,376.47,5,2,83.8,3,anionic,1.9,1.8
C[C@]12CC[C@H]3[C@@H](CCc4cc(OC(=O)N(CCCl)CCCl)ccc34)[C@@H]1CC[C@@H]2OP(=O)(O)O,-0.0892673380970874,1.1806283,Estramustine phosphate,4891-15-0,0.12,0.94,0.5,2.1,2.4,"Hudes G, Haas N, Yeslow G, Gillon T, Gunnarsson PO, Ellman M, Nordle O, Eriksson B, Miller L, Cisar L, Kopreski M, Viaro D, and Hartley-Asp B (2002) Phase I clinical and pharmacologic trial of intravenous estramustine phosphate.  J. Clin. Oncol.  20: 1115-1127.  Gunnarsson PO, Andersson SB, Johansson SA, Nilsson T, and Plym-Forshell G (1984) Pharmacokinetics of estramustine phosphate (Estracyt) in prostatic cancer patients.  Eur. J. Clin. Pharmacol. 26: 113-119.//ppb: Charles D. Smith, Jack T. Zilfou, Xinqun Zhang, Gary R. Hudes, and Kenneth D. Tew. Modulation of P-Glycoprotein Activity by Estramustine Is Limited by Binding to Plasma Proteins. Cancer, 1995,75, 2597-2604.","Compartmental model parameters from Gunnarsson, et al. were used in the calculation of VDss.",,1964,520.38,7,2,96.3,8,anionic,5.0,1.0
C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=Cc5c(cno5)C[C@]34C,3.973611275519472,2.218073,Danazol,17230-88-5,5.18,15.71,,5.49,2.31,"Sunesen VH, Vedelsdal R, Kristensen HG, Christrup L, Müllertz A. Effect of liquid volume and food intake on the absolute bioavailability of danazol, a poorly soluble drug. Eur J Pharm Sci. 2005 24, 297-303.","N=8, 50 mg iv dosed as 30' infusion. 86 kg average weight reported. Data digitized and PK parameters calculated via Phoenix v. 6.4.0.768. AUCinf very close to AUCt. AUC(not specified) reported as 531 ng.h.mL-1; calculated AUCinf as 616.7 ng.h.mL-1. 16% error.",,1963,337.46,3,1,46.6,1,neutral,3.7,3.7
C[N+]1(CC2CC2)CC[C@]34[C@H]5Oc6c(O)ccc(C[C@@H]1[C@]3(O)CCC5=O)c46,4.459431618637297,3.1172419,Methylnaltrexone,73232-52-7,2.6,22.0,0.87,2.0,2.5,"Yuan CS, Doshan H, Charney MR, O'Connor M, Karrison T, Maleckar SA, Israel RJ, and Moss J (2005) Tolerability, gut effects, and pharmacokinetics of methylnaltrexone following repeated intravenous administration in humans.  J. Clin. Pharmacol.  45: 538-546. ppb: Reported by PDR as The fraction of methylnaltrexone bromide bound to human plasma proteins is 11.0% to 15.3%, as determined by equilibrium dialysis. Aceessed December 2014. http://www.pdr3d.com/detail.php?c=7437#section-13",CAS # for methyl naltrexone bromide. CAS for parent 83387-25-1. SMILES entered for parent without bromide anion.,,1979,356.44,5,2,66.8,2,neutral,-2.7,-1.4
C[N+]1([C@@H]2C[C@H](C[C@H]1[C@H]3[C@@H]2O3)OC(=O)[C@H](CO)c4ccccc4)CC5CC5,4.643856189774724,3.126735,Cimetropium,150521-16-7,1.12,25.0,,0.74,0.83,"B. P. IMBIMBO, S. DANIOTTI, A. VIDI, D. FOSCHI, F . SAPORITI,  L. FERRANTE. Discontinuous Oral Absorption of Cimetropium Bromide, a New Antispasmodic Drug. J. Pharm. Sci. 1986, 75, 680-684. ","N=8, 10 mg dose. Clearance reported in table III. MRT calculated from AUC and AUMC in turn calculated from A, B, α and β. VDss obtained from MRT and clearance. T1/2 reported.",46% excreted unchanged in urine.,1973,358.45,5,1,59.1,7,neutral,-2.8,-2.8
C\C=C\1/NC(=O)[C@H]2CSSCC\C=C\[C@H](CC(=O)N[C@H](C(C)C)C(=O)N2)OC(=O)[C@@H](NC1=O)C(C)C,2.8875252707415875,0.88663137,Romidepsin,128517-07-7,1.2,7.4,0.07,2.6,11.0,"Sandor V, Bakke S, Robey RW, Kang MH, Blagosklonny MV, Bender J, Brooks R, Piekarz RL, Tucker E, Figg WD, Chan KK, Goldspiel B, Fojo AT, Balcerzak SP, and Bates SE (2002) Phase I trial of the histone deacetylase inhibitor, depsipeptide (FR901228, NSC 630176), in patients with refractory neoplasms.Clin. Cancer Res. 8: 718-728. ppb: The PDR states: Romidepsin is highly protein bound in plasma (92% to 94%) over the concentration range of 50 ng/mL to 1000 ng/mL with α1-acid-glycoprotein (AAG) being the principal binding protein. Median of 93% taken. Accessed January 8 2015. http://www.pdr3d.com/detail.php?c=134699#section-13",,,1990,540.7,10,4,142.7,2,neutral,-0.14,-0.14
Cc1c(c(=O)n2c(n1)C(CCC2)O)CCN3CCC(CC3)c4c5ccc(cc5on4)F,0.2387868595871164,1.5055424,Paliperidone,144598-75-4,,1.18,0.24,,24.6,"Title of Study: Disposition of Paliperidone Enantiomers After Treatment With Different Formulations of the Racemate and the Separate Enantiomers and the Determination of the Absolute Bioavailability of IR and ER OROS Paliperidone.  
Available on ClinicalTrials.gov. http://filehosting.pharmacm.com/DownloadService.ashx?client=CTR_JNJ_6051&studyid=569&filename=CR004216_CSR.pdf. Accessed October 28 2016.","Data for racemate: 83.2 mL/min, iv 30 minutes infusion, 1 mg dose. 70 kg assumed. No VD reported, t1/2 24.6 hr. fu 0.24 for racemate. Very similar PK data for (+) or (-) enantiomer. No VDss data could be found.",,1990,426.48,7,1,84.7,4,cationic,1.5,0.94
Cc1c(ccnc1CS(=O)c2[nH]c3ccc(cc3n2)n4cccc4)OC,-0.4540316308947075,1.7913644,Ilaprazole,172152-36-2,0.19,0.73,,4.32,3.59,"Hongyun Wang, Ning Ou, Liwei Lang, Ruihua Shi, Pei Hu and Ji Jiang. Pharmacokinetics and pharmacodynamics of intravenous ilaprazole in healthy subjects after single ascending doses. Xenobiotica, ahead of press, 2016. Downloaded March 27, 2016.","Data digitized from plot reported. N=15, 62.6 kg average weight reported, 20 mg dose, 45' infusion. AUCinf reported 7057 ng.hr.mL-1; calculated 7334 ng.hr.mL-1. Highly linear also at doses of 5 and 10 mg, but only highest digitized as showing the most interpretable plot.",,1995,366.44,6,1,72.8,5,anionic,2.7,1.9
Cc1cc(O)c2C(=O)c3c(O)cc(O)c4c5c(O)cc(O)c6C(=O)c7c(O)cc(C)c8c1c2c(c34)c(c78)c56,-2.9434164716336326,-0.445386,Hypericin,548-04-9,0.25,0.13,,32.0,42.0,"Kerb R, Brockmuller J, Staffeldt B, Ploch M, and Roots I (1996) Single dose and steady-state pharmacokinetics of hypericin and pseudohypericin.  Antimic. Agents Chemother.  40: 2087-2093.",Data from two subjects with very high variability.,,1912,504.44,8,6,155.5,0,anionic,5.2,1.8
Cc1ccc(cc1)S(=O)(=O)NC(=O)N[C@H]2[C@H]3CC[C@@]([C@H]2O)(C3(C)C)C,-1.5563933485243853,-0.4035406,Glibornuride,26944-48-9,0.27,0.34,,13.0,9.2,"K. STOECKEL, V. TRUEB, U. C. DUBACH, R. C. HEINTZ, V. ASCALONE, I. FORGO, U. HENNES. Lack of effect of tenoxicam on glibornuride kinetics and response. Br. J. clin. Pharmac. (1985), 19, 249-254","20 mg dose, N=8, 69.4 kg average weight.MRT from clearance and VDss",,1968,366.48,6,3,95.5,3,anionic,2.4,0.62
Cc1ccc(cc1NC(=O)c2cccc(NC(=O)Nc3cccc(c3)C(=O)Nc4cc(ccc4C)C(=O)Nc5ccc(c6cc(cc(c56)S(=O)(=O)O)S(=O)(=O)O)S(=O)(=O)O)c2)C(=O)Nc7ccc(c8cc(cc(c78)S(=O)(=O)O)S(=O)(=O)O)S(=O)(=O)O,-7.454822365384707,-0.93038654,Suramin,145-63-1,0.54,0.0057,0.003,1400.0,1200.0,"Collins, JM, Klecker, RW, Yarchoan, R, Lane, HC, Fauci, AS, Redfield, RR, Broder, S, Myers, CE (1986) Clinical pharmacokinetics of suramin in patients with HTLV-III/LAV infection. J Clin Pharmacol. 26: 22-26.",,,1941,1297.28,29,12,483.8,16,neutral,-4.2,-9.0
Cc1ccc(cn1)c2ncc(Cl)cc2c3ccc(cc3)S(=O)(=O)C,-0.3400754415976217,1.2498441,Etoricoxib,202409-33-4,1.5,0.79,0.081,32.0,26.0,"Rodrigues AD, Halpin RA, Geer LA, Cui D, Woolf EJ, Matthews CZ, Gottesdiener KM, Larson PJ, Lasseter KC, and Agrawal NGB (2003) Absorption, metabolism, and excretion of etoricoxib, a potent and selective cyclooxygenase-2 inhibitor, in healthy male volunteers.    Drug Metab. Dispos. 31: 224-232.  Agrawal NGB, Rose MJ, Matthews CZ, Woolf EJ, Porras AG, Geer LA, Larson PJ, Cote J, Dilzer SC,  Lasseter KC, Alam I, Petty KJ, and Gottesdiener KM (2003) Pharmacokinetics of etoricoxib in patients with hepatic impairment.  J. Clin. Pharmacol. 43: 1136-1148.",,,1998,358.84,4,0,59.9,3,neutral,3.5,3.5
Cc1ccnc2N(C3CC3)c4ncccc4C(=O)Nc12,-1.736965594166206,2.1756766,Nevirapine,129618-40-2,1.3,0.3,0.32,81.0,53.0,"Lamson MJ, Sabo JP, MacGregor TR, Pav JW, Rowland L, Hawi A, Cappola M, and  Robinson P (1999) Single dose pharmacokinetics and bioavailability of nevirapine in healthy volunteers.  Biopharm. Drug Dispos. 20: 285-291.  Almond LM, Boffito M, Hoggard PG, Bonora S, Raiteri R,  Reynolds HE, Garazzino S, Sinicco A,  Khoo SH, Back DJ, and Di Perri G (2004) The Relationship between Nevirapine Plasma Concentrations and Abnormal Liver Function Tests.  AIDS Res. Human Retroviruses  20: 716-722.",,,1990,266.3,5,1,58.1,1,neutral,1.3,1.1
Cc1ccsc1C(=CCCN2CCC[C@H](C2)C(=O)O)c3sccc3C,0.6780719051126377,1.8930681,Tiagabine,115103-54-3,1.1,1.6,0.04,12.0,10.0,"Jansen JA, Oliver S, Dirach J, and Mengel HB (1995)  Absolute bioavailability of tiagabine. Epilepsia  36(Suppl. 3): s159",,,1987,375.55,3,1,40.5,6,zwitterionic,5.3,2.4
Cc1cnc(cn1)C(=O)NCCc2ccc(cc2)S(=O)(=O)NC(=O)NC3CCCCC3,-0.8365012677171204,0.49104655,Glipizide,29094-61-9,0.16,0.56,0.02,4.8,3.3,"Pentikainen PJ, Neuvonen PJ, and Penttila A (1983) Pharmacokinetics and pharmacodynamics of glipizide in health volunteers.  Int. J. Clin. Pharmacol. Ther. Toxicol. 21: 98-107.  Fuccella LM, Tamassia V, and Valzelli G (1973) Metabolism and kinetics of the hypoglycemic agent glipizide in man--comparison with glibenclamide.  J. Clin. Pharmacol. New Drugs 13: 68-75.",,,1970,445.54,9,3,130.1,7,anionic,2.1,0.0081
Cc1ncc(N(=O)=O)n1CCO,-0.2344652536370229,2.6880195,Metronidazole,443-48-1,0.4,0.85,0.96,7.8,7.1,"Sanvordekar DR, Chien YW, Lin TK, Lambert HJ (1975) Binding of metronidaole and its derivatives to plasma proteins: an assessment of drug binding phenomenon.  J. Pharm Sci. 64: 1797-1803.   Bergan T and Thorsteinsson SB (1986) Pharmacokinetics of metronidazole and its metabolites in reduced renal function.  Chemotherapy 32: 305-318.",Plasma concentraions determined using a bioassay.,,1946,171.15,6,1,83.9,3,neutral,-0.44,-0.44
Cc1ncsc1CCCl,5.044394119358453,3.3649354,Chlormethiazole,533-45-9,6.6,33.0,0.36,3.3,4.5,"Neuvonen PJ, Pentikainen PJ, Jostell KG, and Syvalahti E (1981) Effect of ethanol on the pharmacokinetics of chlormethiazole in humans. Int. J. Clin. Pharmacol. Ther. Toxicol. 19: 552-560.  Jostell KG, Agurell S, Allgen LG, Kuylenstierna B, Lindgren JE, Aberg G, and Osterlot G (1978) Pharmacokinetics of clomethiazole in healthy adults.  Acta Pharmacol. Toxicol. 43: 180-189.  Moore RG, Triggs EJ, Shanks CA, and Thomas J (1975) Pharmacokinetics of chlormethiazole in humans.  Eur. J. Clin. Pharmacol.  8: 353-357.  Pentikainen PJ, Neuvonen PJ, Jostell KG (1980) Pharmacokinetics of clormethiazole in healthy volunteers and patients with cirrhosis of the liver.  Eur. J. Clin. Pharmacol. 17: 275-284. "," VDss calculated from reported micro rate constants in the references by Moore, et al., and Jostell, et al.",,1935,161.65,1,0,12.9,2,neutral,1.9,1.9
